name,type,address,phone,rating,hospital_id
JACKSON HEALTHCARE CENTER,Critical Access Hospitals,1013 S WELLS,3617827800,Not Available,HOSP_4262
OTTO KAISER MEMORIAL HOSPITAL,Critical Access Hospitals,3349 S HIGHWAY 181,8305833401,3,HOSP_4263
SETON HIGHLAND LAKES,Critical Access Hospitals,HIGHWAY 281 SOUTH,5127153000,3,HOSP_4264
COCHRAN MEMORIAL HOSPITAL,Critical Access Hospitals,205 E GRANT STREET,8062665565,Not Available,HOSP_4265
EAST TEXAS MEDICAL CENTER PITTSBURG,Critical Access Hospitals,2701 US HWY 271 N,9038564520,4,HOSP_4266
GOLDEN PLAINS COMMUNITY HOSPITAL,Critical Access Hospitals,100 MEDICAL DRIVE,8062731100,3,HOSP_4267
TMC- BONHAM HOSPITAL,Critical Access Hospitals,504 LIPSCOMB STREET,9036407311,Not Available,HOSP_4268
SETON EDGAR B DAVIS HOSPITAL,Critical Access Hospitals,130 HAYS STREET,8308757000,3,HOSP_4269
MULESHOE AREA MEDICAL CENTER,Critical Access Hospitals,708 S 1ST ST,8062724524,Not Available,HOSP_4270
WARD MEMORIAL HOSPITAL,Critical Access Hospitals,406 SOUTH GARY ST,4329432511,Not Available,HOSP_4271
BAYLOR SCOTT & WHITE MEDICAL CENTER -TAYLOR,Critical Access Hospitals,305 MALLARD,5123527611,Not Available,HOSP_4272
LIBERTY DAYTON REGIONAL MEDICAL CENTER,Critical Access Hospitals,1353 N TRAVIS ST,9363367316,Not Available,HOSP_4273
LAVACA MEDICAL CENTER,Critical Access Hospitals,1400 NORTH TEXANA STREET,3617983671,Not Available,HOSP_4274
REEVES COUNTY HOSPITAL DISTRICT,Critical Access Hospitals,2323 TEXAS STREET,4324473551,2,HOSP_4275
BIG BEND REGIONAL MEDICAL CENTER,Critical Access Hospitals,2600 HIGHWAY 118 NORTH,4328373447,3,HOSP_4276
CORYELL MEMORIAL HEALTHCARE SYSTEM,Critical Access Hospitals,1507 W MAIN STREET,2548658251,Not Available,HOSP_4277
EAST TEXAS MEDICAL CENTER QUITMAN,Critical Access Hospitals,117 WINNSBORO STREET,9037634500,3,HOSP_4278
MOTHER FRANCES HOSPITAL- WINNSBORO,Critical Access Hospitals,719 WEST COKE ROAD,9033425227,Not Available,HOSP_4279
COMANCHE COUNTY MEDICAL CENTER,Critical Access Hospitals,10201 HWY 16,2548794900,Not Available,HOSP_4280
COGDELL MEMORIAL HOSPITAL,Critical Access Hospitals,1700 COGDELL BLVD,3255747437,Not Available,HOSP_4281
GOODALL WITCHER HOSPITAL,Critical Access Hospitals,101 POSEY AVENUE,2546758322,Not Available,HOSP_4282
MEMORIAL HOSPITAL,Critical Access Hospitals,224 E SECOND STREET,8069357171,Not Available,HOSP_4283
UVALDE MEMORIAL HOSPITAL,Critical Access Hospitals,1025 GARNER FIELD ROAD,8302786251,Not Available,HOSP_4284
COOK CHILDRENS MEDICAL CENTER,Childrens,801 SEVENTH AVENUE,6828854000,Not Available,HOSP_4285
DRISCOLL CHILDRENS HOSPITAL,Childrens,3533 S ALAMEDA BOX 6530,3617394846,Not Available,HOSP_4286
CHILDRENS MEDICAL CTR OF DALLAS,Childrens,1935 MEDICAL DISTRICT DRIVE,2144567000,Not Available,HOSP_4287
TEXAS CHILDRENS HOSP,Childrens,6621 FANNIN STREET,8328241000,Not Available,HOSP_4288
COVENANT CHILDRENS HOSPITAL,Childrens,4015 22ND PLACE,8067250532,Not Available,HOSP_4289
OUR CHILDRENS HOUSE,Childrens,8 PRESTIGE CIRCLE 101,2148284747,Not Available,HOSP_4290
HEALTHBRIDGE CHILDRENS'S HOSPITAL OF HOUSTON,Childrens,2929 WOODLAND PARK DRIVE,2812937774,Not Available,HOSP_4291
DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS,Childrens,4900 MUELLER BLVD,5123240000,Not Available,HOSP_4292
SHRINERS HOSPITALS FOR CHILDREN,Childrens,815 MARKET STREET,4097706600,Not Available,HOSP_4293
SHRINERS HOSPITALS FOR CHILDREN,Childrens,6977 MAIN STREET,7137971616,Not Available,HOSP_4294
EL PASO CHILDREN'S HOSPITAL,Childrens,4845 ALAMEDA AVENUE,9155217148,Not Available,HOSP_4295
TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,Childrens,2222 WELBORN STREET,2145595000,Not Available,HOSP_4296
CHILDREN'S HOSPITAL OF SAN ANTONIO,Childrens,333 NORTH SANTA ROSA STREET,2107043342,Not Available,HOSP_4297
CHILDRENS MEDICAL CENTER PLANO,Childrens,7601 PRESTON ROAD,2144561792,Not Available,HOSP_4298
UTAH VALLEY HOSPITAL,Acute Care Hospitals,1034 NORTH 500 WEST,8013737850,3,HOSP_4299
SALT LAKE REGIONAL MEDICAL CENTER,Acute Care Hospitals,1050 EAST SOUTH TEMPLE,8013504111,3,HOSP_4300
MCKAY DEE HOSPITAL,Acute Care Hospitals,4401 HARRISON BOULEVARD,8013872800,3,HOSP_4301
OGDEN REGIONAL MEDICAL CENTER,Acute Care Hospitals,5475 SOUTH 500 EAST,8014792111,3,HOSP_4302
LDS HOSPITAL,Acute Care Hospitals,8TH AVENUE AND C STREET,8014081100,4,HOSP_4303
CEDAR CITY HOSPITAL,Acute Care Hospitals,1303 NORTH MAIN STREET,4358685800,4,HOSP_4304
UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND CLINICS,Acute Care Hospitals,50 NORTH MEDICAL DRIVE,8015812121,4,HOSP_4305
INTERMOUNTAIN MEDICAL CENTER,Acute Care Hospitals,5121 SOUTH COTTONWOOD STREET,8015077000,3,HOSP_4306
CASTLEVIEW HOSPITAL,Acute Care Hospitals,300 NORTH HOSPITAL DRIVE,4356374800,4,HOSP_4307
MOUNTAIN VIEW HOSPITAL,Acute Care Hospitals,1000 EAST 100 NORTH,8014657100,3,HOSP_4308
MOUNTAIN WEST MEDICAL CENTER,Acute Care Hospitals,2055 NORTH MAIN STREET,4358433700,3,HOSP_4309
LOGAN REGIONAL HOSPITAL,Acute Care Hospitals,500 EAST 1400 NORTH,4357161000,4,HOSP_4310
BRIGHAM CITY COMMUNITY HOSPITAL,Acute Care Hospitals,950 SOUTH MEDICAL DRIVE,4357349471,3,HOSP_4311
UINTAH BASIN MEDICAL CENTER,Acute Care Hospitals,250 WEST 300 NORTH,4357224691,3,HOSP_4312
DIXIE REGIONAL MEDICAL CENTER,Acute Care Hospitals,1380 EAST MEDICAL CENTER DRIVE,4352512100,4,HOSP_4313
AMERICAN FORK HOSPITAL,Acute Care Hospitals,170 NORTH 1100 EAST,8018553305,4,HOSP_4314
SEVIER VALLEY MEDICAL CENTER,Acute Care Hospitals,1000 NORTH MAIN STREET,4358934100,4,HOSP_4315
ASHLEY REGIONAL MEDICAL CENTER,Acute Care Hospitals,150 WEST 100 NORTH,4357893342,3,HOSP_4316
GARFIELD MEMORIAL HOSPITAL,Acute Care Hospitals,200 NORTH 400 EAST,4356768811,Not Available,HOSP_4317
BEAR RIVER VALLEY HOSPITAL,Acute Care Hospitals,905 NORTH 1000 WEST,4352074500,Not Available,HOSP_4318
DAVIS HOSPITAL AND MEDICAL CENTER,Acute Care Hospitals,1600 WEST ANTELOPE DRIVE,8018077001,2,HOSP_4319
LAKEVIEW HOSPITAL,Acute Care Hospitals,630 EAST MEDICAL DRIVE,8012992200,4,HOSP_4320
OREM COMMUNITY HOSPITAL,Acute Care Hospitals,331 NORTH 400 WEST,8017143307,Not Available,HOSP_4321
ALTA VIEW HOSPITAL,Acute Care Hospitals,9660 SOUTH 1300 EAST,8015012600,4,HOSP_4322
ST MARK'S HOSPITAL,Acute Care Hospitals,1200 EAST 3900 SOUTH,8012687700,3,HOSP_4323
THE ORTHOPEDIC SPECIALTY HOSPITAL,Acute Care Hospitals,5848 SOUTH 300 EAST,8013144100,Not Available,HOSP_4324
JORDAN VALLEY MEDICAL CENTER,Acute Care Hospitals,3580 WEST 9000 SOUTH,8015618888,3,HOSP_4325
TIMPANOGOS REGIONAL HOSPITAL,Acute Care Hospitals,750 WEST 800 NORTH,8017146800,4,HOSP_4326
CACHE VALLEY  HOSPITAL,Acute Care Hospitals,2380 NORTH 400 EAST,4357139580,Not Available,HOSP_4327
PARK CITY HOSPITAL,Acute Care Hospitals,900 ROUND VALLEY DRIVE,4356586700,4,HOSP_4328
RIVERTON HOSPITAL,Acute Care Hospitals,3741 WEST 12600 SOUTH,8012854000,4,HOSP_4329
LONE PEAK HOSPITAL,Acute Care Hospitals,11925 S STATE STREET,8015458000,3,HOSP_4330
DELTA COMMUNITY HOSPITAL,Critical Access Hospitals,126 SOUTH WHITE SAGE AVENUE,4358645591,Not Available,HOSP_4331
FILLMORE COMMUNITY HOSPITAL,Critical Access Hospitals,674 SOUTH HIGHWAY 99,4357435591,Not Available,HOSP_4332
MOAB REGIONAL HOSPITAL,Critical Access Hospitals,450 WEST WILLIAMS WAY,4357193501,3,HOSP_4333
SANPETE VALLEY HOSPITAL - CAH,Critical Access Hospitals,1100 SOUTH MEDICAL DRIVE,4354624123,Not Available,HOSP_4334
CENTRAL VALLEY MEDICAL CENTER - CAH,Critical Access Hospitals,48 WEST 1500 NORTH,4356233000,4,HOSP_4335
MILFORD VALLEY MEMORIAL HOSPITAL,Critical Access Hospitals,850 NORTH MAIN STREET,4353872411,Not Available,HOSP_4336
GUNNISON VALLEY HOSPITAL,Critical Access Hospitals,64 EAST 100 NORTH,4355287246,Not Available,HOSP_4337
HEBER VALLEY HOSPITAL,Critical Access Hospitals,1485 SOUTH HIGHWAY 40,4356542500,Not Available,HOSP_4338
SAN JUAN HOSPITAL,Critical Access Hospitals,380 WEST 100 NORTH,4355872116,Not Available,HOSP_4339
KANE COUNTY HOSPITAL,Critical Access Hospitals,355 NORTH MAIN STREET,4356445811,Not Available,HOSP_4340
BLUE MOUNTAIN HOSPITAL,Critical Access Hospitals,802 SOUTH 200 WEST,4356783993,Not Available,HOSP_4341
BEAVER VALLEY HOSPITAL,Critical Access Hospitals,1109 NORTH 100 WEST,4354387100,Not Available,HOSP_4342
PRIMARY CHILDRENS HOSPITAL,Childrens,100 NORTH MARIO CAPECCHI DRIVE,8016626212,Not Available,HOSP_4343
SHRINERS HOSPITALS FOR CHILDREN - S L C,Childrens,1275 E FAIRFAX ROAD,8015363500,Not Available,HOSP_4344
CENTRAL VERMONT MEDICAL CENTER,Acute Care Hospitals,BOX 547,8023714100,4,HOSP_4345
UNIVERSITY OF VERMONT MEDICAL CENTER,Acute Care Hospitals,111 COLCHESTER AVE,8028470000,3,HOSP_4346
RUTLAND REGIONAL MEDICAL CENTER,Acute Care Hospitals,160 ALLEN ST,8027757111,4,HOSP_4347
BRATTLEBORO MEMORIAL HOSPITAL,Acute Care Hospitals,17 BELMONT AVE,8022570341,4,HOSP_4348
SOUTHWESTERN VERMONT MEDICAL CENTER,Acute Care Hospitals,100 HOSPITAL DRIVE,8024426361,4,HOSP_4349
NORTHWESTERN MEDICAL CENTER INC,Acute Care Hospitals,133 FAIRFIELD STREET,8025245911,2,HOSP_4350
GRACE COTTAGE HOSPITAL,Critical Access Hospitals,PO BOX 216,8023657920,Not Available,HOSP_4351
GIFFORD MEDICAL CENTER,Critical Access Hospitals,44 SOUTH MAIN STREET,8027284441,3,HOSP_4352
MT ASCUTNEY HOSPITAL,Critical Access Hospitals,289 COUNTY ROAD,8026746711,Not Available,HOSP_4353
NORTHEASTERN VERMONT REGIONAL HOSPITAL,Critical Access Hospitals,1315 HOSPITAL DRIVE,8027487400,3,HOSP_4354
NORTH COUNTRY HOSPITAL AND HEALTH CENTER,Critical Access Hospitals,189 PROUTY DRIVE,8023347331,3,HOSP_4355
COPLEY HOSPITAL,Critical Access Hospitals,528 WASHINGTON HIGHWAY,8028884231,3,HOSP_4356
SPRINGFIELD HOSPITAL,Critical Access Hospitals,PO BOX 2003,8028852151,2,HOSP_4357
"PORTER HOSPITAL, INC",Critical Access Hospitals,115 PORTER DRIVE,8023884701,4,HOSP_4358
NORTON COMMUNITY HOSPITAL,Acute Care Hospitals,100  15TH NW STREET,7036798865,4,HOSP_4359
RUSSELL COUNTY MEDICAL CENTER,Acute Care Hospitals,58 CARROLL STREET,2768838100,3,HOSP_4360
SENTARA RMH MEDICAL CENTER,Acute Care Hospitals,2010 HEALTH CAMPUS DRIVE,5406891000,3,HOSP_4361
WINCHESTER MEDICAL CENTER,Acute Care Hospitals,1840 AMHERST ST,5405368000,3,HOSP_4362
SENTARA NORFOLK GENERAL HOSPITAL,Acute Care Hospitals,600 GRESHAM DR,7573883000,3,HOSP_4363
UNIVERSITY OF VIRGINIA MEDICAL CENTER,Acute Care Hospitals,JEFFERSON PARK AVE,8002513627,2,HOSP_4364
BON SECOURS DEPAUL MEDICAL CENTER,Acute Care Hospitals,150 KINGSLEY LANE,7578895000,3,HOSP_4365
SENTARA HALIFAX REGIONAL HOSPITAL,Acute Care Hospitals,2204 WILBORN AVENUE,4345173100,3,HOSP_4366
BON SECOURS MARYVIEW MEDICAL CENTER,Acute Care Hospitals,3636 HIGH STREET,7573982200,3,HOSP_4367
AUGUSTA HEALTH,Acute Care Hospitals,78 MEDICAL CENTER DRIVE,5409324000,3,HOSP_4368
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,Acute Care Hospitals,501 SUNSET LANE,5408294100,2,HOSP_4369
JOHN RANDOLPH MEDICAL CENTER,Acute Care Hospitals,411 WEST RANDOLPH ROAD,8045411600,2,HOSP_4370
"CENTRA  HEALTH, INC",Acute Care Hospitals,1901 TATE SPRINGS ROAD,4342004789,4,HOSP_4371
"MARY WASHINGTON HOSPITAL, INC",Acute Care Hospitals,1001 SAM PERRY BOULEVARD,5407411100,2,HOSP_4372
FAUQUIER HOSPITAL,Acute Care Hospitals,500 HOSPITAL DRIVE,5403165000,2,HOSP_4373
CARILION ROANOKE MEMORIAL HOSPITAL,Acute Care Hospitals,"1906 BELLEVIEW AVENUE, SE",5409817000,2,HOSP_4374
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,Acute Care Hospitals,1250 EAST MARSHALL STREET - BOX 980510,8048280938,3,HOSP_4375
WARREN MEMORIAL HOSPITAL,Acute Care Hospitals,1000 NORTH SHENANDOAH AVE,7036360300,3,HOSP_4376
RIVERSIDE SHORE MEMORIAL HOSPITAL,Acute Care Hospitals,20480 MARKET STREET,7574148000,4,HOSP_4377
SMYTH COUNTY COMMUNITY HOSPITAL,Acute Care Hospitals,245 MEDICAL PARK DRIVE,2763781000,3,HOSP_4378
INOVA ALEXANDRIA HOSPITAL,Acute Care Hospitals,4320 SEMINARY RD,7035043167,3,HOSP_4379
MARY IMMACULATE HOSPITAL,Acute Care Hospitals,2 BERNARDINE DRIVE,7578866000,3,HOSP_4380
CARILION NEW RIVER VALLEY MEDICAL CENTER,Acute Care Hospitals,2900 LAMB CIRCLE,5407312000,4,HOSP_4381
INOVA LOUDOUN HOSPITAL,Acute Care Hospitals,44045 RIVERSIDE PARKWAY,7038586600,3,HOSP_4382
SENTARA OBICI HOSPITAL,Acute Care Hospitals,2800 GODWIN BOULEVARD,7579344000,4,HOSP_4383
NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,Acute Care Hospitals,8700 SUDLEY RD,7033698000,2,HOSP_4384
SENTARA LEIGH HOSPITAL,Acute Care Hospitals,830 KEMPSVILLE ROAD,7572616700,4,HOSP_4385
LEWISGALE MEDICAL CENTER,Acute Care Hospitals,1900 ELECTRIC ROAD,5407764000,3,HOSP_4386
VIRGINIA HOSPITAL CENTER,Acute Care Hospitals,1701 NORTH GEORGE MASON DRIVE,7035585000,4,HOSP_4387
RIVERSIDE REGIONAL MEDICAL CENTER,Acute Care Hospitals,500 J CLYDE MORRIS BLVD,7575942000,3,HOSP_4388
JOHNSTON MEMORIAL HOSPITAL,Acute Care Hospitals,16000 JOHNSTON MEMORIAL DRIVE,2762581000,3,HOSP_4389
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,Acute Care Hospitals,1060 FIRST COLONIAL ROAD,7573958000,3,HOSP_4390
BON SECOURS ST MARYS HOSPITAL,Acute Care Hospitals,5801 BREMO RD,8042852011,4,HOSP_4391
CLINCH VALLEY MEDICAL CENTER,Acute Care Hospitals,6801 GOVERNOR GC PERRY HIGHWAY,2765966000,4,HOSP_4392
INOVA FAIRFAX HOSPITAL,Acute Care Hospitals,3300 GALLOWS ROAD,7037764001,3,HOSP_4393
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,Acute Care Hospitals,100 SENTARA CIRCLE,7579846000,4,HOSP_4394
SOUTHSIDE REGIONAL MEDICAL CENTER,Acute Care Hospitals,200 MEDICAL PARK BOULEVARD,8047655000,2,HOSP_4395
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,Acute Care Hospitals,8260 ATLEE ROAD,8047646000,4,HOSP_4396
DANVILLE REGIONAL MEDICAL CENTER,Acute Care Hospitals,142 SOUTH MAIN STREET,4347992100,1,HOSP_4397
MARTHA JEFFERSON HOSPITAL,Acute Care Hospitals,500 MARTHA JEFFERSON DRIVE,4346547000,3,HOSP_4398
MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,Acute Care Hospitals,320 HOSPITAL DRIVE,2766667200,2,HOSP_4399
RIVERSIDE TAPPAHANNOCK HOSPITAL,Acute Care Hospitals,618 HOSPITAL ROAD,8044436189,4,HOSP_4400
BEDFORD MEMORIAL HOSPITAL,Acute Care Hospitals,1613 OAKWOOD STREET,4342006366,3,HOSP_4401
CARILION FRANKLIN MEMORIAL HOSPITAL,Acute Care Hospitals,180 FLOYD AVENUE,5404835277,3,HOSP_4402
"SOUTHSIDE COMMUNITY HOSPITAL, INC",Acute Care Hospitals,800 OAK STREET,4343928811,3,HOSP_4403
SOUTHAMPTON MEMORIAL HOSPITAL,Acute Care Hospitals,100 FAIRVIEW DRIVE - PO BOX 817,7575696100,3,HOSP_4404
SENTARA CAREPLEX HOSPITAL,Acute Care Hospitals,3000 COLISEUM DRIVE,7577361000,3,HOSP_4405
BON SECOURS RICHMOND COMMUNITY HOSPITAL,Acute Care Hospitals,1500 N. 28TH STREET,8042251700,3,HOSP_4406
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,Acute Care Hospitals,727 NORTH MAIN STREET,4343484400,2,HOSP_4407
"COMMUNITY MEMORIAL HEALTHCENTER, INC",Acute Care Hospitals,125 BUENA VISTA CIRCLE,4344473151,3,HOSP_4408
INOVA FAIR OAKS HOSPITAL,Acute Care Hospitals,3600 JOSEPH SIEWICK DRIVE,7033914170,4,HOSP_4409
HIRAM W DAVIS MEDICAL CENTER,Acute Care Hospitals,P O BOX 4030,8045247344,Not Available,HOSP_4410
RESTON HOSPITAL CENTER,Acute Care Hospitals,1850 TOWN CENTER PARKWAY,7036899000,2,HOSP_4411
LEWISGALE HOSPITAL MONTGOMERY,Acute Care Hospitals,3700 SOUTH MAIN STREET,5409511111,2,HOSP_4412
WYTHE COUNTY COMMUNITY HOSPITAL,Acute Care Hospitals,600 WEST RIDGE ROAD,2762280200,3,HOSP_4413
CJW MEDICAL CENTER,Acute Care Hospitals,7101 JAHNKE ROAD,8043203911,2,HOSP_4414
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,Acute Care Hospitals,2300 OPITZ BOULEVARD,7035231000,2,HOSP_4415
LONESOME PINE HOSPITAL,Acute Care Hospitals,1990 HOLTON AVENUE EAST,2765233111,3,HOSP_4416
TWIN COUNTY REGIONAL HOSPITAL,Acute Care Hospitals,200 HOSPITAL DRIVE,2762368181,2,HOSP_4417
LEWISGALE HOSPITAL PULASKI,Acute Care Hospitals,2400 LEE HIGHWAY,5409948100,3,HOSP_4418
CARILION TAZEWELL COMMUNITY HOSPITAL,Acute Care Hospitals,388 BEN BOLT AVENUE,2769888700,3,HOSP_4419
HENRICO DOCTORS' HOSPITAL,Acute Care Hospitals,1602 SKIPWITH ROAD,8042894500,4,HOSP_4420
SENTARA PRINCESS ANNE HOSPITAL,Acute Care Hospitals,2025 GLENN MITCHELL DRIVE,7575071520,4,HOSP_4421
CHESAPEAKE GENERAL HOSPITAL,Acute Care Hospitals,"736 BATTLEFIELD BLVD, NORTH",7573128121,2,HOSP_4422
INOVA MOUNT VERNON HOSPITAL,Acute Care Hospitals,2501 PARKERS LANE,7036647000,3,HOSP_4423
LEWISGALE HOSPITAL ALLEGHANY,Acute Care Hospitals,ONE ARH LANE - PO BOX 7,5408626011,3,HOSP_4424
BUCHANAN GENERAL HOSPITAL,Acute Care Hospitals,1535 SLATE CREEK ROAD,2769351000,3,HOSP_4425
HALQUIST MEMORIAL INPATIENT CENTER,Acute Care Hospitals,4715 NORTH 15 STREET,7035257070,Not Available,HOSP_4426
RIVERSIDE WALTER REED HOSPITAL,Acute Care Hospitals,7519 HOSPITAL ROAD,8046938800,3,HOSP_4427
BON SECOURS ST FRANCIS MEDICAL CENTER,Acute Care Hospitals,13710 ST FRANCIS BOULEVARD,8045947400,3,HOSP_4428
"STAFFORD HOSPITAL, LLC",Acute Care Hospitals,101 HOSPITAL CENTER BOULEVARD,5407419000,3,HOSP_4429
SPOTSYLVANIA REGIONAL MEDICAL CENTER,Acute Care Hospitals,4600 SPOTSYLVANIA PARKWAY,5404984000,3,HOSP_4430
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,Acute Care Hospitals,1500 COMMONWEALTH AVENUE,7573453000,4,HOSP_4431
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,Acute Care Hospitals,15225 HEALTHCOTE BOULEVARD,5712841000,3,HOSP_4432
STONESPRINGS HOSPITAL CENTER,Acute Care Hospitals,24440 STONE SPRINGS BOULEVARD,5713494000,Not Available,HOSP_4433
BATH COMMUNITY HOSPITAL,Critical Access Hospitals,106 PARK DRIVE- PO DRAWER Z,5408397000,Not Available,HOSP_4434
CARILION GILES COMMUNITY HOSPITAL,Critical Access Hospitals,159 HARTLEY WAY,5409216000,4,HOSP_4435
DICKENSON COMMUNITY HOSPITAL,Critical Access Hospitals,312 HOSPITAL DRIVE,2769260300,Not Available,HOSP_4436
CARILION STONEWALL JACKSON HOSPITAL,Critical Access Hospitals,1 HEALTH CIRCLE,5404583503,3,HOSP_4437
SHENANDOAH MEMORIAL HOSPITAL,Critical Access Hospitals,759 SOUTH MAIN STREET,5404591100,4,HOSP_4438
"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",Critical Access Hospitals,18688 JEB STUART HIGHWAY,2766943151,Not Available,HOSP_4439
"PAGE MEMORIAL HOSPITAL, INC",Critical Access Hospitals,200 MEMORIAL DRIVE,5407434561,4,HOSP_4440
RAPPAHANNOCK GENERAL HOSPITAL,Critical Access Hospitals,101 HARRIS ROAD,8044358000,Not Available,HOSP_4441
CUMBERLAND HOSPITAL LLC,Childrens,9407 CUMBERLAND ROAD,8049662242,Not Available,HOSP_4442
CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS INC,Childrens,601 CHILDREN'S LANE,7576689647,Not Available,HOSP_4443
CHILDREN'S HOSP OF RICHMOND OF THE VCU HEALTH SYS,Childrens,2924 BROOK ROAD,8043217474,Not Available,HOSP_4444
NORTHWEST HOSPITAL,Acute Care Hospitals,1550 NORTH 115TH STREET,2063681700,4,HOSP_4445
PROVIDENCE ST MARY MEDICAL CENTER,Acute Care Hospitals,401 W POPLAR ST,5095225900,3,HOSP_4446
SKAGIT VALLEY HOSPITAL,Acute Care Hospitals,1415 KINCAID STREET,3604244111,3,HOSP_4447
VIRGINIA MASON MEDICAL CENTER,Acute Care Hospitals,925 SENECA ST,2062236600,4,HOSP_4448
ISLAND HOSPITAL,Acute Care Hospitals,1211  24TH STREET,3602991300,4,HOSP_4449
UNIVERSITY OF WASHINGTON MEDICAL CTR,Acute Care Hospitals,1959 NE PACIFIC ST  BOX 356151,2065983300,5,HOSP_4450
HIGHLINE MEDICAL CENTER,Acute Care Hospitals,16251 SYLVESTER ROAD SW,2062449970,3,HOSP_4451
YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,Acute Care Hospitals,110 SOUTH NINTH AVE,5095755102,2,HOSP_4452
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,Acute Care Hospitals,1321 COLBY AVENUE,4252612000,3,HOSP_4453
MULTICARE AUBURN MEDICAL CENTER,Acute Care Hospitals,202 NORTH DIVISION STREET PLAZA ONE,2538337711,2,HOSP_4454
CENTRAL WASHINGTON HOSPITAL,Acute Care Hospitals,1201 SOUTH MILLER STREET,5096621511,4,HOSP_4455
PROVIDENCE CENTRALIA HOSPITAL,Acute Care Hospitals,914 S SCHEUBER ROAD,3607362803,3,HOSP_4456
ST CLARE HOSPITAL,Acute Care Hospitals,11315 BRIDGEPORT WAY S W,2535881711,3,HOSP_4457
PROVIDENCE ST PETER HOSPITAL,Acute Care Hospitals,413 LILLY ROAD NE,3604919480,3,HOSP_4458
SWEDISH MEDICAL CENTER / CHERRY HILL,Acute Care Hospitals,500 17TH AVENUE,2063202000,3,HOSP_4459
SWEDISH EDMONDS HOSPITAL,Acute Care Hospitals,21601 76TH AVENUE WEST,4256404000,2,HOSP_4460
SWEDISH MEDICAL CENTER,Acute Care Hospitals,747 BROADWAY,2063866000,3,HOSP_4461
ST JOSEPH MEDICAL CENTER,Acute Care Hospitals,2901 SQUALICUM PARKWAY,3607345400,4,HOSP_4462
GRAYS HARBOR COMMUNITY HOSPITAL,Acute Care Hospitals,915 ANDERSON DRIVE,3605328330,2,HOSP_4463
SAMARITAN HOSPITAL,Acute Care Hospitals,801 EAST WHEELER ROAD,5097655606,3,HOSP_4464
YAKIMA VALLEY MEMORIAL HOSPITAL,Acute Care Hospitals,2811 TIETON DRIVE,5095758000,2,HOSP_4465
TOPPENISH COMMUNITY HOSPITAL,Acute Care Hospitals,502 W FOURTH AVE,5098651520,3,HOSP_4466
HARRISON MEMORIAL HOSPITAL,Acute Care Hospitals,2520 CHERRY AVENUE,3603773911,2,HOSP_4467
PEACHEALTH ST JOHN MEDICAL CENTER,Acute Care Hospitals,1615 DELAWARE STREET,3604142000,3,HOSP_4468
DEACONESS HOSPITAL,Acute Care Hospitals,W 800 FIFTH AVENUE,5094735800,2,HOSP_4469
WALLA WALLA GENERAL HOSPITAL,Acute Care Hospitals,1025 S SECOND AVE,5095250480,3,HOSP_4470
PEACEHEALTH SOUTHWEST MEDICAL CENTER,Acute Care Hospitals,400 NE MOTHER JOSEPH PLACE,3602562000,2,HOSP_4471
OVERLAKE HOSPITAL MEDICAL CENTER,Acute Care Hospitals,1035-116TH AVE NE,4256885000,3,HOSP_4472
GROUP HEALTH CENTRAL HOSPITAL,Acute Care Hospitals,201 - 16TH AVENUE EAST,2063263000,Not Available,HOSP_4473
KENNEWICK GENERAL HOSPITAL,Acute Care Hospitals,900 SOUTH AUBURN STREET,5095866111,3,HOSP_4474
PROVIDENCE SACRED HEART MEDICAL CENTER,Acute Care Hospitals,101 WEST 8TH AVENUE,5094743040,3,HOSP_4475
KADLEC REGIONAL MEDICAL CENTER,Acute Care Hospitals,888 SWIFT BLVD,5099464611,3,HOSP_4476
CASCADE VALLEY HOSPITAL,Acute Care Hospitals,330 S STILLAGUAMISH AVE,3604352133,3,HOSP_4477
HARBORVIEW MEDICAL CENTER,Acute Care Hospitals,325 9TH AVENUE,2067313000,2,HOSP_4478
OLYMPIC MEDICAL CENTER,Acute Care Hospitals,939 CAROLINE ST,3604177000,2,HOSP_4479
PROVIDENCE HOLY FAMILY HOSPITAL,Acute Care Hospitals,5633 NORTH LIDGERWOOD,5094822450,3,HOSP_4480
MULTICARE GOOD SAMARITAN HOSPITAL,Acute Care Hospitals,401 15TH AVENUE SE,2536972102,3,HOSP_4481
